Strings
"""L&T Hydrocarbon Engineering (LTHE), a wholly-owned subsidiary of Larsen & Toubro (L&T), has signed a memorandum of understanding with KBR to build Mo..."
"""The Buildings & Factories Business of L&T Construction has secured orders from prestigious clients in India. The business has won an order to design ..."
"""Most of our employees personally wanted to get associated with this social cause and hence extra salary revision that was planned from 1st March was ..."
Prabhudas Lilladher is bullish on Larsen and Toubro Infotech has recommended buy rating on the stock with a target price of Rs 2421 in its research re...
"Sharekhan is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 1250 in its research report dated June 05,..."
"
L&T says it will take few more quarters for normalcy in business operations to return"
"In a regulatory filing, Larsen & Toubro said that its Metallurgical & Material Handling (MMH) business and Mitsubishi Corporation has commissioned the..."
"
Buy Larsen and Toubro Infotech; target of Rs 2090: HDFC Securities"
"
Buy Larsen and Toubro; target of Rs 1311: Anand Rathi"
"
Buy Larsen & Toubro, target Rs 1,761: AnandRathi"
"
L&T bags multiple orders across business verticals in domestic market"
"
Bullet train project: L&T lowest bidder for largest segment of Mumbai-Ahmedabad corridor"
"Sharekhan is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 1250 in its research report dated July 23,..."
"
Buy Larsen and Toubro; target of Rs 1103: Emkay Global Financial"
"
L&T board approves long-term borrowing of Rs 9,000cr"
Motilal Oswal is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 1120 in its research report dated June...
"
Accumulate Larsen and Toubro; target of Rs 1284: Prabhudas Lilladher"
"The Telangana government, itself facing a severe financial crunch, may not be able to oblige. Will L&T, the promotors of the project, try to invoke th..."
"On ability to service debt and other financing arrangements, L&T said it has a relatively low debt equity ratio of 0.49:1 as on March 31, 2020...."
The L&T share price has corrected 41 percent in the last one year period on fears of slowing orders and nationwide lockdown due to COVID-19 crisis....
"""The company has today issued and allotted 12,500 - 7.20 per cent rated listed unsecured redeemable non-convertible debentures of Rs 10 lakh each aggr..."
"
Larsen & Toubro to raise Rs 1,000 crore through NCDs"
"The scope of work broadly includes 8 lane greenfield expressway of 36 Kms with perpetual pavement, service roads, interchanges, ROB (rail over bridge)..."
"
Buy Larsen and Toubro; target of Rs 1120: Motilal Oswal"
"
L&T to post Q4 numbers today; COVID-19 impact, FY21 outlook key things to watch for"
"
L&T Q3 profit grows 15.2%, says on track to meet FY20 order inflow guidance"
"The debentures are proposed to be listed on the NSE, it said...."
"
Buy Larsen and Toubro; target of Rs 1240: Anand Rathi"
"Motilal Oswal is bullish on Larsen and Toubro recommended buy rating on the stock with a target price of Rs 1080 in its research report dated July 23,..."
"ICICI Direct recommended hold rating on Larsen and Toubro with a target price of Rs 1090 in its research report dated June 07, 2020...."
"
Larsen & Toubro raises Rs 2,500 crore via NCDs"
L&T had earlier emerged as the lowest bidder for constructing the largest segment of the high-speed rail line between Mumbai and Ahmedabad...
"
L&T bags significant orders in India, overseas"
"
Larsen Consolidated March 2020 Net Sales at Rs 44,245.28 crore, up 2.18% Y-o-Y"
"Larsen & Toubro Limited has informed the Exchange regarding a press release dated September 07, 2020, titled ""L&T Construction awarded (*Large) Contra..."
"In Bangladesh, the business has won a turnkey order for design, supply, installation and commissioning of power transmission infrastructure for the 80..."
"
Rajnath Singh flags off 51st K-9 Vajra at L&T gun making facility"
"
Buy Larsen and Toubro; target of Rs 1203: YES Securities"
