Strings
"The government is delaying payments, leading to pressure on working capital, the management of the engineering major said, adding it cannot 'affor..."
"
Larsen Standalone December 2018 Net Sales at Rs 22,342.98 crore, up 26.12% Y-o-Y"
Populist schemes being announced before the elections will mean the government may have to slash capital expenditure....
"
Mindtree's special dividend could strip firm of Rs 320 crore ahead of L&T takeover"
Motilal Oswal is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 1610 in its research report dated Marc...
"
L&T open offer for Mindtree shares commences on June 17"
"The Board of Directors has recommended for the approval of shareholders, a dividend of Rs 18 per equity share...."
"
Overlook political expediencies,prioritise spends: L&T to govt"
"Last month, Cognizant Technology Solutions Corp (CTS) had said it would pay USD 25 million to the US Security and Exchange Commission (SEC) to settle ..."
"
L&T to seek external expert assistance on CTS bribery allegations"
"On the daily chart, the stock has closed below 200-Day Moving Average and momentum indicators are trading in a bearish zone. It suggests bears are lik..."
One of the sources said Mindtree founders had supported Ravanan's continuation to ensure business continuity but given the developments over the p...
"
Mindtree-L&T saga: Here's how Nalanda Capital is trying to drive a hard bargain"
Keynotes Financial Opiniery is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 1594 in its research rep...
"
L&T buys VG Siddhartha, Coffee Day stake in Mindtree for Rs 3,210 cr"
"
L&T Q3 earnings beat estimates, profit jumps 37% to Rs 2,042 cr, retains FY19 order inflow guidance"
"Net Sales are expected to increase by 1.6 percent Y-o-Y (up 15.7 percent Q-o-Q) to Rs. 41,324.5 crore, according to Prabhudas Lilladher...."
"""The smart world and communication business has secured a major order from the Andhra Pradesh State FiberNet Limited (APSFL) for Bharatnet Phase-II wo..."
"ICICI Direct recommended hold rating on Larsen and Toubro Infotech with a target price of Rs 1710 in its research report dated July 19, 2019...."
"
Larsen Consolidated September 2019 Net Sales at Rs 35,328.45 crore, up 10.12% Y-o-Y"
"
L&T arm bags order from RVNL in Uttarakhand"
"
L&T wins over Rs 7,000 crore contract from HPCL"
"Key issue to watch out for would be execution trend and outlook on some big-ticket-size orders, and margins in infrastructure segment as the same has ..."
"After the latest transaction, L&T's shareholding in Mindtree stands at 26.48 per cent. The latest stock purchase was made at Rs 979.98 apiece...."
"
L&T Construction bags orders worth Rs 1,060 crore"
"
What L&T's bid for Mindtree means for different stakeholders"
Dolat Capital is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 1600 in its research report dated May ...
Sales growth will be healthy and margins are likely to sustain or improve from current levels....
The mode of the acquisition was open market purchases and L&T's holding after the said purchase stood at 25.94 per cent. The latest stock purchase...
"DVC's three plants where FGD systems will be set up are Durgapur Steel Thermal Power Station (2x500 MW), Mejia Thermal Power Station (2x500 MW) an..."
NULL...
"
Larsen & Toubro Q1 PAT seen up 11.9% YoY to Rs. 1,646.7 cr: Reliance Securities"
"
L&T acquires 1,168 shares of Mindtree taking total stake to 25.94%"
L&T signed a deal to buy 20.32 per cent stake of VG Siddhartha and his coffee enterprise on March 10 for over Rs 3200 crore at Rs 980 per share. The e...
