Strings
"
L&T divests 100% stake in hydro project to Renew Power for Rs 985 crore"
"
Hot Stocks | ELGI Equipments, Gujarat Fluorochemicals, L&T can give up to 10% return in short term"
"
Larsen & Toubro wins 'large' contracts in power transmission segment"
"The scope of work also involves demolition, civil works, finishes, external development, furniture, related MEP works and operation and maintenance fo..."
"
Larsen and Toubro Q3 PAT seen up 19.2% YoY to Rs. 1,260.6 cr: ICICI Direct"
"
Buy Larsen and Toubro: target of Rs 1760: ICICI Securities"
"The duration of the engineering, procurement, and construction (EPC) project is 30 months, the company said in a statement...."
"
Central Vista: L&T lowest bidder for construction of 3 buildings of Common Central Secretariat"
"
Larsen Consolidated December 2020 Net Sales at Rs 35,596.42 crore, down 1.78% Y-o-Y"
NULL...
The order for the technologically critical titanium-clad reactor is for a public sector petrochemical project for the purified terephthalic acid plant...
"
L&T gets shareholders' nod to raise up to Rs 4,500 crore"
"
Larsen and Toubro Q1 PAT seen up 114.5% YoY to Rs. 604 cr: ICICI Direct"
Motilal Oswal is bullish on Larsen and Toubro recommended buy rating on the stock with a target price of Rs 110 in its research report dated December ...
"An order has been secured to provide dynamic reactive power compensator system at a substation in Abu Dhabi, L&T said in a statement...."
"
Buy Larsen and Toubro; target of Rs 1584: YES Securities"
"Net Sales are expected to increase by 46.1 percent Y-o-Y (down 60 percent Q-o-Q) to Rs. 11,904.4 crore, according to ICICI Direct...."
"
Buy Larsen and Toubro; target of Rs 1526: Prabhudas Lilladher"
"The consolidated order book of the Group stood at a record Rs 3,31,061 crore as of December 2020, registering a robust growth of 9 percent over the Ma..."
"
L&T recruits 22% women at trainee level across major businesses in 2020"
"
L&T Q2 Preview | Adjusted profit may grow around 50%, commentary on execution & order inflows key to monitor"
"
Larsen & Toubro to participate in Dubai Expo 2020"
Dolat Capital Market is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 1680 in its research report dat...
"Narnolia Financial Services expects order inflow of around Rs 62,000 crore for Q3FY21 mainly driven by Infrastructure...."
"
L&T Construction bags 'significant' orders for various businesses"
"
Larsen Standalone March 2021 Net Sales at Rs 29,754.11 crore, up 9.18% Y-o-Y"
"
L&T Hydrocarbon Engineering bags 'significant' orders"
"
Budget 2021: Higher spends on infra, capex to help revive capital goods sector"
"Sabyasachi Das will lead the venture that will provide an industry-led, application-based, robust learning platform for students and aspiring professi..."
"
L&T signs pact with Tamil Nadu govt to build data centre at Kanchipuram"
"
Larsen & Toubro receives multiple orders in domestic, overseas market"
"
L&T commissions expansion project of Utkal alumina refinery"
The business was entrusted to implement rural water supply projects to provide potable water to 800 villages....
"Immediate support for the Nifty is placed around 14,800. Any close below this level would mean that correction could accelerate and Nifty may slide to..."
"
L&T Q3 profit rises 5% to Rs 2,467 crore, bags highest ever orders in a quarter"
"There is no sign of weakness but we reiterate when things start to look hunky-dory everywhere, wise traders choose to take some money off the table, s..."
Motilal Oswal is bullish on Larsen and Toubro recommended buy rating on the stock with a target price of Rs 2175 in its research report dated October ...
YES Securities is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 1584 in its research report dated Jan...
"Net Sales are expected to increase by 4.5 percent Y-o-Y (up 29.9 percent Q-o-Q) to Rs 46,237.6 crore, according to YES Securities...."
"The business has been entrusted to implement rural water supply projects catering to the potable water requirement of 1,900 villages in the Prayagraj ..."
A special resolution for raising the funds was approved with requisite majority....
"
Buy Larsen and Toubro; target of Rs 110: Motilal Oswal"
"
Larsen Standalone June 2021 Net Sales at Rs 13,109.00 crore, up 60.85% Y-o-Y"
"
Larsen & Toubro wins significant contracts"
"
Larsen and Toubro Q3 PAT may dip 2% YoY to Rs. 2,118 cr: Yash Securities"
"
Hot Stocks | 'Can bet on L&T, Amara Raja Batteries for short term'"
"The company envisages to employ around 1,100 people — 600 direct and 500 indirect — in the project. L&T will establish 90 MW capacity data centres..."
"The company did not provide the value of the contracts but said the orders fall under the ""significant"" category, which ranges between Rs 1,000 crore ..."
"
L&T Q2 results | Adjusted profit grows 56% to Rs 1,723 crore, order inflow up 50%"
Motilal Oswal is bullish on Larsen and Toubro recommended buy rating on the stock with a target price of Rs 1950 in its research report dated August 2...
"According to the Central Public Works Department’s bid documents, Larsen & Toubro Limited quoted around Rs 3,141 crore, which is 3.47 per cent less ..."
"
L&T concludes divestment of entire stake in 99 MW hydro plant at Uttarakhand to ReNew Power"
"
Buy Larsen & Toubro; target of Rs 1870: ICICI Direct"
"Figures shared by L&T, suggest a rise in the intake of women at the level of graduate engineer trainees (GETs), and post graduate engineer trainees (P..."
Quarantine facilities have been made available from Eastern to Southern India while tie-ups with 144 hospitals have been made to provide medical care ...
"
L&T to offer quarantine facilities to about 2.5 lakh contract labourers, 45,000 employees"
"
Buy Larsen and Toubro; target of Rs 1680: Dolat Capital Market"
ICICI Securities is bullish on Larsen and Toubro recommended buy rating on the stock with a target price of Rs 1760 in its research report dated June ...
"The power transmission and distribution business of Larsen & Toubro has won a slew of transmission line orders in Bangladesh, the company said in a re..."
"
L&T bags up to Rs 5,000 crore order from Rail Vikas Nigam in Uttarakhand"
"The company did not provide the value of the contracts, but said the orders fall under the 'significant' category, which ranges between Rs 1,0..."
"Net Sales are expected to increase by 3.7 percent Y-o-Y (up 21.1 percent Q-o-Q) to Rs. 37,595.1 crore, according to Yash Securities...."
"
Larsen Standalone September 2021 Net Sales at Rs 17,061.00 crore, up 8.04% Y-o-Y"
"Larsen & Toubro reported a 4.9 percent year-on-year growth in Q3 FY21 consolidated profit at Rs 2,467 crore, with receiving highest ever orders in a q..."
Capital goods companies believe that the cascading effect of the government spending on capex and infrastructure will boost their order book and help ...
"
Buy Larsen and Toubro; target of Rs 1640: ICICI Direct"
"
Shareholder returns in sweet spot as L&T reins in balance sheet woes"
"Motilal Oswal is bullish on Larsen and Toubro recommended buy rating on the stock with a target price of Rs 1835 in its research report dated July 27,..."
There are expectations that railways will get higher allocation as the COVID-19 pandemic dealt a severe blow to the sector's revenue in the curren...
"
L&T bags orders across business segments in domestic market"
"
L&T Construction bags 'significant' contracts for its various businesses"
"
Buy Larsen and Toubro target of Rs 1550: Sharekhan"
"Though the company did not specify the exact value of the contracts, as per its specification a large contract ranges between Rs 2,500 crore and Rs 5,..."
"
Buy Larsen and Toubro; target of Rs 1950: Motilal Oswal"
"
L&T bags an up to Rs 2,500 crore contract for Mumbai Ahmedabad bullet train"
The Income Tax Department initiated the survey of Larsen & Toubro and Zee Group after receiving information from the GST department....
"
Larsen & Toubro Q4 PAT seen up 27.5% YoY to Rs 3,907.8 cr: YES Securities"
"The company did not provide the value of the contracts, but said the orders fall under the significant category, which ranges between Rs 1,000 crore a..."
"
Larsen Consolidated September 2021 Net Sales at Rs 34,772.90 crore, up 12.05% Y-o-Y"
"
Vodafone Idea teams up with Larsen & Toubro for trials of 5G-based smart city solutions"
"
L&T Q4 result: Profit rises 3% to Rs 3,293 crore, order inflow drops 12% to Rs 50,651 crore"
"
L&T Construction bags order for water effluent treatment business"
"The company did not provide the value of the contracts, but said the orders fall under the ""significant"" category, which ranges between Rs 1,000 crore..."
"The core EPC (engineering, procurement and construction) business is likely to be supported by pick up in execution and labour availability...."
"
Sabyasachi Das appointed as CEO of L&T EduTech"
The company reined in its working capital to 22.3 percent of sales in FY21 from 23.7 percent in FY20....
"
L&T power transmission, distribution business bags slew of orders in India, overseas"
"
Larsen & Toubro Q3 profits up 4.9%, here are highlights of analyst call"
"L&T is an Indian multinational engaged in engineering, procurement and construction projects, manufacturing, defence, and services with over $21 b..."
"
I-T department surveying L&T, Zee Group"
"The reported profit for the quarter at Rs 1,819.45 crore was 67 percent lower from Rs 5,520.27 crore in the year-ago period..."
"
L&T completes 75 years of construction, mining machinery business"
"Announcing the collaboration in a joint statement, the companies said the pilot project would be set up in Pune on government-allocated 5G spectrum to..."
Prabhudas Lilladher is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 1526 in its research report date...
"
L&T Q3 preview: Profit may see double-digit decline, but core EPC could drive revenue growth"
"The business has supplied over 60,000 units of various equipment in the country during its 75 years association with the construction and mining indus..."
"
Buy Larsen and Toubro: target of Rs 1900: Sharekhan"
"""The construction arm of L&T has secured a significant order in the nuclear sector from Nuclear Power Corporation of India Ltd (NPCIL) for its heavy c..."
"
L&T arm bags oxidation reactor order from Technip Energies"
"The plant is located at a remote location at Kucheipadar, near Tikiri in Odisha’s Rayagada district...."
